Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
Virumgade 50B,55.789445,12.465672,5495000,Ejerlejlighed,97,56649,C,https://www.dingeo.dk/adresse/2830-virum/virumgade-50b/
Vangeledet 55,55.790937,12.471585,7295000,Villa,131,55687,C,https://www.dingeo.dk/adresse/2830-virum/vangeledet-55/
Virum Stationsvej 203,55.784203,12.461063,7595000,Villa,141,53865,E,https://www.dingeo.dk/adresse/2830-virum/virum%20stationsvej-203/
"Kollelevbakken 3B, st. th",55.789918,12.462085,1595000,Ejerlejlighed,52,30673,E,https://www.dingeo.dk/adresse/2830-virum/kollelevbakken-3b/st-th/
Floradalen 29,55.79564,12.457512,8495000,Villa,175,48542,C,https://www.dingeo.dk/adresse/2830-virum/floradalen-29/
Egeløvsvej 6A,55.797125,12.492375,8795000,Villa,184,47798,C,https://www.dingeo.dk/adresse/2830-virum/egel%C3%B8vsvej-6a/
Hasselvej 66,55.792429,12.48068,5295000,Villa,93,56935,G,https://www.dingeo.dk/adresse/2830-virum/hasselvej-66/
Åbrinken 51,55.795148,12.493912,6495000,Rækkehus,151,43013,D,https://www.dingeo.dk/adresse/2830-virum/%C3%A5brinken-51/
"Cedervænget 13, st. mf",55.794781,12.478511,1799500,Ejerlejlighed,50,35990,C,https://www.dingeo.dk/adresse/2830-virum/cederv%C3%A6nget-13/st-mf/
Hjortholmsvej 13,55.800757,12.481492,7695000,Villa,176,43721,G,https://www.dingeo.dk/adresse/2830-virum/hjortholmsvej-13/
Oldenvej 21,55.786652,12.462568,5488000,Rækkehus,91,60307,C,https://www.dingeo.dk/adresse/2830-virum/oldenvej-21/
"Kollelevbakken 5C, 1. tv",55.790164,12.461687,1495000,Ejerlejlighed,51,29313,E,https://www.dingeo.dk/adresse/2830-virum/kollelevbakken-5c/1-tv/
Bredevej 37,55.793371,12.490567,6295000,Rækkehus,121,52024,F,https://www.dingeo.dk/adresse/2830-virum/bredevej-37/
Kongestien 37,55.785574,12.465457,6995000,Villa,171,40906,E,https://www.dingeo.dk/adresse/2830-virum/kongestien-37/
Lindevangen 81,55.796058,12.491996,7995000,Rækkehus,156,51250,D,https://www.dingeo.dk/adresse/2830-virum/lindevangen-81/
Wienervej 23,55.791808,12.481324,5650000,Rækkehus,128,44140,F,https://www.dingeo.dk/adresse/2830-virum/wienervej-23/
"Kildevældsvej 5, 1.",55.799801,12.456237,4295000,Villalejlighed,87,49367,D,https://www.dingeo.dk/adresse/2830-virum/kildev%C3%A6ldsvej-5/1-/
"Geelskovparken 10, 2. tv",55.801137,12.490435,5500000,Ejerlejlighed,126,43650,C,https://www.dingeo.dk/adresse/2830-virum/geelskovparken-10/2-tv/
"Cedervænget 5, 3. tv",55.795153,12.479038,2995000,Ejerlejlighed,75,39933,D,https://www.dingeo.dk/adresse/2830-virum/cederv%C3%A6nget-5/3-tv/
Skovridergårdsvej 55,55.797435,12.473129,6100000,Villa,92,66304,F,https://www.dingeo.dk/adresse/2830-virum/skovriderg%C3%A5rdsvej-55/
Kirsebærbakken 10,55.796167,12.464275,8750000,Villa,143,61188,F,https://www.dingeo.dk/adresse/2830-virum/kirseb%C3%A6rbakken-10/
Lindevangen 71,55.795687,12.491847,5795000,Rækkehus,101,57376,D,https://www.dingeo.dk/adresse/2830-virum/lindevangen-71/
"Geelskovparken 20, st. th",55.800953,12.491127,4375000,Ejerlejlighed,104,42067,C,https://www.dingeo.dk/adresse/2830-virum/geelskovparken-20/st-th/
Furesøvej 62,55.794001,12.444953,7195000,Villa,131,54923,F,https://www.dingeo.dk/adresse/2830-virum/fures%C3%B8vej-62/
"Askevænget 15, 3. th",55.793503,12.477757,3195000,Ejerlejlighed,75,42600,D,https://www.dingeo.dk/adresse/2830-virum/askev%C3%A6nget-15/3-th/
Virum Overdrevsvej 26,55.790909,12.452514,5495000,Villalejlighed,120,45791,D,https://www.dingeo.dk/adresse/2830-virum/virum%20overdrevsvej-26/
Virum Stationsvej 145A,55.789902,12.463361,2395000,Ejerlejlighed,65,36846,D,https://www.dingeo.dk/adresse/2830-virum/virum%20stationsvej-145a/
"Kollelevbakken 7B, st. th",55.790354,12.46182,1545000,Ejerlejlighed,52,29711,D,https://www.dingeo.dk/adresse/2830-virum/kollelevbakken-7b/st-th/
Skodsborgvej 22,55.797857,12.486332,5995000,Villa,104,57644,G,https://www.dingeo.dk/adresse/2830-virum/skodsborgvej-22/
Klokkerbakken 2,55.790301,12.460502,5495000,Villa,92,59728,D,https://www.dingeo.dk/adresse/2830-virum/klokkerbakken-2/
Skolebakken 35,55.791835,12.459766,5995000,Villa,92,65163,F,https://www.dingeo.dk/adresse/2830-virum/skolebakken-35/
Agernvej 45,55.787602,12.461437,4245000,Rækkehus,90,47166,D,https://www.dingeo.dk/adresse/2830-virum/agernvej-45/
Hasselvej 36,55.794218,12.480117,5295000,Rækkehus,106,49952,E,https://www.dingeo.dk/adresse/2830-virum/hasselvej-36/
Furesøhøj 7,55.797838,12.435522,25500000,Villa,252,101190,B,https://www.dingeo.dk/adresse/2830-virum/fures%C3%B8h%C3%B8j-7/
Virumvej 66,55.788753,12.471986,6995000,Villa,164,42652,D,https://www.dingeo.dk/adresse/2830-virum/virumvej-66/
Ringerbakken 5,55.792183,12.467267,6745000,Villa,110,61318,D,https://www.dingeo.dk/adresse/2830-virum/ringerbakken-5/
Solbakken 13,55.790139,12.449951,13650000,Villa,222,61486,A2010,https://www.dingeo.dk/adresse/2830-virum/solbakken-13/
Bøgevang 46,55.795359,12.485473,4750000,Rækkehus,82,57926,D,https://www.dingeo.dk/adresse/2830-virum/b%C3%B8gevang-46/
Birkevang 10,55.793646,12.485606,3495000,Rækkehus,75,46600,F,https://www.dingeo.dk/adresse/2830-virum/birkevang-10/
Frederiksdalsvej 147,55.79399,12.462576,7995000,Villa,114,70131,D,https://www.dingeo.dk/adresse/2830-virum/frederiksdalsvej-147/
Furesøvej 56,55.79386,12.44608,11995000,Villa,193,62150,A2010,https://www.dingeo.dk/adresse/2830-virum/fures%C3%B8vej-56/
Biskop Monrads Vej 37,55.78265,12.460524,8850000,Villa,194,45618,D,https://www.dingeo.dk/adresse/2830-virum/biskop%20monrads%20vej-37/
Geelsdalen 6,55.796807,12.485279,7495000,Villa,169,44349,E,https://www.dingeo.dk/adresse/2830-virum/geelsdalen-6/
"Virum Stationsvej 141E, st. tv",55.789758,12.463686,1995000,Ejerlejlighed,50,39900,D,https://www.dingeo.dk/adresse/2830-virum/virum%20stationsvej-141e/st-tv/
"Virum Stationsvej 147, st. th",55.789589,12.462968,4495000,Ejerlejlighed,108,41620,D,https://www.dingeo.dk/adresse/2830-virum/virum%20stationsvej-147/st-th/
Parcelvej 152,55.790909,12.457445,9995000,Villa,185,54027,C,https://www.dingeo.dk/adresse/2830-virum/parcelvej-152/
Geelsskovvej 33,55.800369,12.48891,9995000,Villa,247,40465,D,https://www.dingeo.dk/adresse/2830-virum/geelsskovvej-33/
Tværvej 57,55.793301,12.4497,7995000,Villa,125,63960,F,https://www.dingeo.dk/adresse/2830-virum/tv%C3%A6rvej-57/
"Grønnevej 96, st. tv",55.793153,12.47219,2995000,Ejerlejlighed,69,43405,D,https://www.dingeo.dk/adresse/2830-virum/gr%C3%B8nnevej-96/st-tv/
Bakkevej 21B,55.7978,12.449384,6295000,Villa,104,60528,F,https://www.dingeo.dk/adresse/2830-virum/bakkevej-21b/
Virumbakken 12,55.791296,12.469617,6750000,Villa,104,64903,D,https://www.dingeo.dk/adresse/2830-virum/virumbakken-12/
"Cedervænget 43, 2. tv",55.794792,12.476496,3095000,Ejerlejlighed,85,36411,D,https://www.dingeo.dk/adresse/2830-virum/cederv%C3%A6nget-43/2-tv/
"Geelskovparken 36, st. tv",55.801387,12.492578,3995000,Ejerlejlighed,108,36990,C,https://www.dingeo.dk/adresse/2830-virum/geelskovparken-36/st-tv/
"Kollelevbakken 7A, st. tv",55.790368,12.461997,1650000,Ejerlejlighed,52,31730,E,https://www.dingeo.dk/adresse/2830-virum/kollelevbakken-7a/st-tv/
Kvædevej 43,55.784976,12.468128,6195000,Rækkehus,111,55810,D,https://www.dingeo.dk/adresse/2830-virum/kv%C3%A6devej-43/
