Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
Krogholmgårdsvej 86,55.845072,12.536005,5495000,Villa,103,53349,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/krogholmg%C3%A5rdsvej-86/
Majsletten 18,55.84376,12.527064,5495000,Rækkehus,105,52333,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/majsletten-18/
Lindevangsvej 29,55.844219,12.544685,9795000,Villa,156,62788,E,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/lindevangsvej-29/
Dronningeengen 2,55.846451,12.531196,6395000,Villa,125,51160,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/dronningeengen-2/
Vinkelvej 5,55.854805,12.56467,8995000,Villa,120,74958,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/vinkelvej-5/
Viekær 15B,55.839492,12.539594,7495000,Rækkehus,140,53535,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/viek%C3%A6r-15b/
Plantagekrogen 18,55.846941,12.533055,5495000,Villa,107,51355,E,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/plantagekrogen-18/
Ralphs Vænge 69,55.858886,12.557075,5695000,Rækkehus,122,46680,A2015,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ralphs%20v%C3%A6nge-69/
Ellehegnet 18,55.84095,12.529677,7995000,Villa,225,35533,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ellehegnet-18/
Kohavevej 33A,55.838037,12.538653,5995000,Villa,111,54009,F,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/kohavevej-33a/
Trørød Have 4,55.836826,12.54668,8300000,Villa,200,41500,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/tr%C3%B8r%C3%B8d%20have-4/
Folesletten 12,55.844239,12.533356,5995000,Villa,160,37468,E,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/folesletten-12/
Lampeager 21,55.846814,12.542038,7695000,Villa,175,43971,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/lampeager-21/
"Trørødvej 28B, 1. 9",55.847226,12.564574,4495000,Ejerlejlighed,126,35674,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/tr%C3%B8r%C3%B8dvej-28b/1-9/
Bakkevej 14,55.8354,12.547975,8895000,Villa,202,44034,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/bakkevej-14/
Sofievej 5,55.863232,12.560218,25000000,Villa,292,85616,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/sofievej-5/
Gøngehusvej 155,55.845829,12.529156,5995000,Villa,122,49139,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/g%C3%B8ngehusvej-155/
Gæslingehaven 3,55.84313,12.536198,7695000,Rækkehus,136,56580,A2015,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/g%C3%A6slingehaven-3/
Østerlund 6,55.838023,12.546627,32000000,Villa,300,106666,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/%C3%B8sterlund-6/
Elmevej 5,55.863116,12.554072,15000000,Villa,227,66079,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/elmevej-5/
Plantagekrogen 2,55.846829,12.535455,5750000,Villa,127,45275,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/plantagekrogen-2/
"Vedbæk Stationsvej 17, 2. th",55.853175,12.564579,6495000,Ejerlejlighed,118,55042,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/vedb%C3%A6k%20stationsvej-17/2-th/
Krogholmgårdsvej 108,55.845562,12.533896,6995000,Villa,146,47910,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/krogholmg%C3%A5rdsvej-108/
Kratmosevej 53B,55.830249,12.541162,8995000,Villa,156,57660,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/kratmosevej-53b/
Larsensvej 11A,55.851451,12.565641,17995000,Villa,222,81058,C,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/larsensvej-11a/
Klinteager 10,55.84132,12.540995,4650000,Rækkehus,90,51666,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/klinteager-10/
Dempeeng 18,55.832207,12.544623,14500000,Villa,188,77127,A2010,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/dempeeng-18/
Immortellevej 15,55.864789,12.55687,42000000,Villa,365,115068,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/immortellevej-15/
Ellehaven 60,55.840995,12.531439,5600000,Rækkehus,123,45528,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/ellehaven-60/
Kratmosevej 5B,55.833434,12.546385,9695000,Villa,223,43475,D,https://www.dingeo.dk/adresse/2950-vedb%C3%A6k/kratmosevej-5b/
