Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
"Strandparksvej 20, 3. tv",55.731349,12.578288,5500000,Ejerlejlighed,61,90163,D,https://www.dingeo.dk/adresse/2900-hellerup/strandparksvej-20/3-tv/
Baunegårdsvej 73C,55.74026,12.552309,10395000,Rækkehus,140,74250,A2010,https://www.dingeo.dk/adresse/2900-hellerup/bauneg%C3%A5rdsvej-73c/
"Tuborgvej 17, 1. 4",55.726231,12.572699,3895000,Ejerlejlighed,69,56449,C,https://www.dingeo.dk/adresse/2900-hellerup/tuborgvej-17/1-4/
"Callisensvej 42, 2.",55.730835,12.56908,8500000,Ejerlejlighed,142,59859,D,https://www.dingeo.dk/adresse/2900-hellerup/callisensvej-42/2-/
Grants Alle 22,55.73035,12.544022,8995000,Villa,148,60777,F,https://www.dingeo.dk/adresse/2900-hellerup/grants%20alle-22/
Kildegårdsvænget 46,55.736404,12.543464,5295000,Rækkehus,90,58833,C,https://www.dingeo.dk/adresse/2900-hellerup/kildeg%C3%A5rdsv%C3%A6nget-46/
Lille Strandvej 20A,55.734175,12.580112,17995000,Villa,168,107113,C,https://www.dingeo.dk/adresse/2900-hellerup/lille%20strandvej-20a/
"Bøgehøj 12, 1.",55.72734,12.548244,4295000,Villalejlighed,76,56513,E,https://www.dingeo.dk/adresse/2900-hellerup/b%C3%B8geh%C3%B8j-12/1-/
"Cottagevej 11, 1.",55.741604,12.567253,9995000,Villalejlighed,148,67533,D,https://www.dingeo.dk/adresse/2900-hellerup/cottagevej-11/1-/
"Tuborgvej 21, st. 8",55.726379,12.571497,5495000,Ejerlejlighed,80,68687,C,https://www.dingeo.dk/adresse/2900-hellerup/tuborgvej-21/st-8/
Ehlersvej 8,55.72822,12.573343,24000000,Villa,300,80000,C,https://www.dingeo.dk/adresse/2900-hellerup/ehlersvej-8/
"Lille Strandvej 30, st. tv",55.734202,12.581929,7495000,Ejerlejlighed,80,93687,C,https://www.dingeo.dk/adresse/2900-hellerup/lille%20strandvej-30/st-tv/
"Tranegårdsvej 60, st. tv",55.741554,12.563573,3395000,Ejerlejlighed,66,51439,G,https://www.dingeo.dk/adresse/2900-hellerup/traneg%C3%A5rdsvej-60/st-tv/
"Tuborg Havnepark 20, 1. th",55.725315,12.586862,15950000,Ejerlejlighed,167,95508,B,https://www.dingeo.dk/adresse/2900-hellerup/tuborg%20havnepark-20/1-th/
Baunegårdsvej 71B,55.740272,12.551866,9995000,Rækkehus,111,90045,C,https://www.dingeo.dk/adresse/2900-hellerup/bauneg%C3%A5rdsvej-71b/
"Lyngbyvej 217B, st.",55.725646,12.551988,3495000,Ejerlejlighed,75,46600,D,https://www.dingeo.dk/adresse/2900-hellerup/lyngbyvej-217b/st-/
Ingeborgvej 63,55.742994,12.560714,16500000,Villa,252,65476,D,https://www.dingeo.dk/adresse/2900-hellerup/ingeborgvej-63/
Ryvangs Allé 48,55.725157,12.569738,19995000,Villa,239,83661,C,https://www.dingeo.dk/adresse/2900-hellerup/ryvangs%20all%C3%A9-48/
Eggersvej 44,55.738705,12.552516,20950000,Villa,226,92699,D,https://www.dingeo.dk/adresse/2900-hellerup/eggersvej-44/
Rygårds Alle 55,55.728599,12.561979,13995000,Villa,181,77320,E,https://www.dingeo.dk/adresse/2900-hellerup/ryg%C3%A5rds%20alle-55/
Højsgårds Alle 52,55.731521,12.542236,9995000,Villa,152,65756,D,https://www.dingeo.dk/adresse/2900-hellerup/h%C3%B8jsg%C3%A5rds%20alle-52/
"Strandvejen 99, st. th",55.72304,12.57706,3498000,Ejerlejlighed,73,47917,C,https://www.dingeo.dk/adresse/2900-hellerup/strandvejen-99/st-th/
Strandvejen 122,55.736762,12.575813,28500000,Villa,355,80281,E,https://www.dingeo.dk/adresse/2900-hellerup/strandvejen-122/
"Evanstonevej 8A, 1. th",55.722837,12.579281,4495000,Ejerlejlighed,76,59144,D,https://www.dingeo.dk/adresse/2900-hellerup/evanstonevej-8a/1-th/
Bakkedal 7,55.735455,12.548622,12800000,Villa,243,52674,D,https://www.dingeo.dk/adresse/2900-hellerup/bakkedal-7/
"Esthersvej 27, st. th",55.730264,12.565022,5495000,Ejerlejlighed,85,64647,D,https://www.dingeo.dk/adresse/2900-hellerup/esthersvej-27/st-th/
Høyrups Alle 11,55.739642,12.579027,27800000,Villa,267,104119,D,https://www.dingeo.dk/adresse/2900-hellerup/h%C3%B8yrups%20alle-11/
"A N Hansens Alle 4, 1.",55.736095,12.576055,17495000,Villalejlighed,215,81372,D,https://www.dingeo.dk/adresse/2900-hellerup/a%20n%20hansens%20alle-4/1-/
Granhøjen 8,55.736472,12.547635,12995000,Villa,206,63082,D,https://www.dingeo.dk/adresse/2900-hellerup/granh%C3%B8jen-8/
"Duntzfelts Alle 19, 1.",55.736127,12.570227,10995000,Ejerlejlighed,120,91625,D,https://www.dingeo.dk/adresse/2900-hellerup/duntzfelts%20alle-19/1-/
Hartmannsvej 31,55.742422,12.565592,10250000,Villa,132,77651,C,https://www.dingeo.dk/adresse/2900-hellerup/hartmannsvej-31/
Bøgehøj 52,55.727523,12.542607,9995000,Villa,131,76297,D,https://www.dingeo.dk/adresse/2900-hellerup/b%C3%B8geh%C3%B8j-52/
"Esthersvej 3, 4. tv",55.728004,12.566193,5995000,Ejerlejlighed,108,55509,C,https://www.dingeo.dk/adresse/2900-hellerup/esthersvej-3/4-tv/
Alrunevej 2A,55.736021,12.540881,6850000,Villa,114,60087,D,https://www.dingeo.dk/adresse/2900-hellerup/alrunevej-2a/
"Tuborgvej 21, st. 6",55.726379,12.571497,4000000,Ejerlejlighed,66,60606,C,https://www.dingeo.dk/adresse/2900-hellerup/tuborgvej-21/st-6/
Carolinevej 7,55.729522,12.578103,30000000,Villa,214,140186,C,https://www.dingeo.dk/adresse/2900-hellerup/carolinevej-7/
Bernstorffsvej 90,55.736514,12.556488,19000000,Villa,344,55232,C,https://www.dingeo.dk/adresse/2900-hellerup/bernstorffsvej-90/
"A N Hansens Alle 18, 1.",55.736016,12.578627,14250000,Ejerlejlighed,153,93137,E,https://www.dingeo.dk/adresse/2900-hellerup/a%20n%20hansens%20alle-18/1-/
"Onsgårdsvej 27, 1.",55.733162,12.579798,17700000,Villalejlighed,197,89847,D,https://www.dingeo.dk/adresse/2900-hellerup/onsg%C3%A5rdsvej-27/1-/
"Mylius Erichsens Alle 58, st.",55.729362,12.539406,5995000,Villalejlighed,100,59950,E,https://www.dingeo.dk/adresse/2900-hellerup/mylius%20erichsens%20alle-58/st-/
Vingårds Alle 7,55.742457,12.567084,26500000,Villa,248,106854,D,https://www.dingeo.dk/adresse/2900-hellerup/ving%C3%A5rds%20alle-7/
"Dæmringsvej 21, 1.",55.730425,12.550641,6950000,Villalejlighed,146,47602,E,https://www.dingeo.dk/adresse/2900-hellerup/d%C3%A6mringsvej-21/1-/
Hesselvang 12,55.741491,12.553628,11750000,Rækkehus,199,59045,B,https://www.dingeo.dk/adresse/2900-hellerup/hesselvang-12/
"Gersonsvej 17, st.",55.734347,12.567106,7395000,Villalejlighed,163,45368,E,https://www.dingeo.dk/adresse/2900-hellerup/gersonsvej-17/st-/
Vespervej 34,55.729026,12.551179,12950000,Villa,239,54184,C,https://www.dingeo.dk/adresse/2900-hellerup/vespervej-34/
Grants Alle 48,55.730202,12.539827,10995000,Villa,128,85898,D,https://www.dingeo.dk/adresse/2900-hellerup/grants%20alle-48/
Hesselvang 14,55.741549,12.553624,11995000,Rækkehus,191,62801,C,https://www.dingeo.dk/adresse/2900-hellerup/hesselvang-14/
Alrunevej 12,55.735832,12.539075,7245000,Villa,134,54067,E,https://www.dingeo.dk/adresse/2900-hellerup/alrunevej-12/
"Vedbendvej 12, st. tv",55.736287,12.538221,2995000,Ejerlejlighed,83,36084,D,https://www.dingeo.dk/adresse/2900-hellerup/vedbendvej-12/st-tv/
Lundevangsvej 17,55.726243,12.570444,15500000,Villa,200,77500,D,https://www.dingeo.dk/adresse/2900-hellerup/lundevangsvej-17/
Aurehøjvej 17A,55.735279,12.571132,15995000,Villa,160,99968,E,https://www.dingeo.dk/adresse/2900-hellerup/aureh%C3%B8jvej-17a/
Fannys Alle 11,55.737507,12.558056,18900000,Villa,220,85909,E,https://www.dingeo.dk/adresse/2900-hellerup/fannys%20alle-11/
Lyngbyvej 275B,55.733368,12.54367,7245000,Villa,122,59385,E,https://www.dingeo.dk/adresse/2900-hellerup/lyngbyvej-275b/
Vingårds Alle 5,55.74249,12.56667,25995000,Villa,315,82523,C,https://www.dingeo.dk/adresse/2900-hellerup/ving%C3%A5rds%20alle-5/
"Vingårds Alle 55, 1. tv",55.741628,12.575512,6250000,Ejerlejlighed,107,58411,D,https://www.dingeo.dk/adresse/2900-hellerup/ving%C3%A5rds%20alle-55/1-tv/
Annasvej 30,55.739841,12.583573,72000000,Villa,375,192000,A2010,https://www.dingeo.dk/adresse/2900-hellerup/annasvej-30/
Lemchesvej 11,55.735551,12.578761,29900000,Villa,266,112406,D,https://www.dingeo.dk/adresse/2900-hellerup/lemchesvej-11/
"Callisensvej 23, 2.",55.729892,12.571566,8250000,Villalejlighed,112,73660,E,https://www.dingeo.dk/adresse/2900-hellerup/callisensvej-23/2-/
"Tranegårdsvej 49, 2. th",55.741574,12.561546,2245000,Ejerlejlighed,45,49888,F,https://www.dingeo.dk/adresse/2900-hellerup/traneg%C3%A5rdsvej-49/2-th/
Baldrianvej 19,55.736858,12.536897,7000000,Villa,115,60869,C,https://www.dingeo.dk/adresse/2900-hellerup/baldrianvej-19/
Toftholm Alle 11,55.737052,12.553964,21995000,Villa,252,87281,C,https://www.dingeo.dk/adresse/2900-hellerup/toftholm%20alle-11/
Grants Alle 9,55.729764,12.545897,9500000,Villa,188,50531,E,https://www.dingeo.dk/adresse/2900-hellerup/grants%20alle-9/
Ingeborgvej 51A,55.744218,12.562265,12995000,Villa,186,69865,A2015,https://www.dingeo.dk/adresse/2900-hellerup/ingeborgvej-51a/
Edlevej 2A,55.740497,12.580199,20495000,Villa,185,110783,C,https://www.dingeo.dk/adresse/2900-hellerup/edlevej-2a/
"Callisensvej 14, 4. th",55.729801,12.574744,4995000,Ejerlejlighed,95,52578,D,https://www.dingeo.dk/adresse/2900-hellerup/callisensvej-14/4-th/
"Evanstonevej 8B, 1. tv",55.722842,12.579473,4195000,Ejerlejlighed,62,67661,D,https://www.dingeo.dk/adresse/2900-hellerup/evanstonevej-8b/1-tv/
Vespervej 17,55.730255,12.551615,11950000,Villa,160,74687,C,https://www.dingeo.dk/adresse/2900-hellerup/vespervej-17/
