Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
Paradishegnet 14,55.821944,12.478222,8995000,Villa,159,56572,F,https://www.dingeo.dk/adresse/2840-holte/paradishegnet-14/
"Vejlesøparken 9, 1. th",55.802052,12.465963,4995000,Ejerlejlighed,126,39642,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-9/1-th/
Smutgærde 12B,55.815745,12.515664,6595000,Rækkehus,103,64029,C,https://www.dingeo.dk/adresse/2840-holte/smutg%C3%A6rde-12b/
Tofteåsen 14,55.84114,12.508149,7595000,Villa,198,38358,D,https://www.dingeo.dk/adresse/2840-holte/tofte%C3%A5sen-14/
Skovly Mark 42,55.823216,12.49165,5795000,Villa,135,42925,E,https://www.dingeo.dk/adresse/2840-holte/skovly%20mark-42/
De Conincks Vej 3B,55.809722,12.461218,19995000,Villa,236,84724,C,https://www.dingeo.dk/adresse/2840-holte/de%20conincks%20vej-3b/
Kastanievej 20,55.81851,12.471867,11395000,Villa,258,44166,D,https://www.dingeo.dk/adresse/2840-holte/kastanievej-20/
"Dronninggårds Alle 1A, 1. tv",55.812237,12.471376,2075000,Ejerlejlighed,55,37727,D,https://www.dingeo.dk/adresse/2840-holte/dronningg%C3%A5rds%20alle-1a/1-tv/
Vasevej 47A,55.828553,12.450989,6850000,Villa,212,32311,C,https://www.dingeo.dk/adresse/2840-holte/vasevej-47a/
Søllerødgårdsvej 18,55.812178,12.501022,19800000,Villa,371,53369,D,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8dg%C3%A5rdsvej-18/
Arnevangen 58,55.810209,12.508513,8995000,Villa,184,48885,E,https://www.dingeo.dk/adresse/2840-holte/arnevangen-58/
Fredskovvej 21,55.812923,12.45985,42500000,Villa,237,179324,A2015,https://www.dingeo.dk/adresse/2840-holte/fredskovvej-21/
Øverødvej 60,55.815971,12.484524,8995000,Villa,173,51994,D,https://www.dingeo.dk/adresse/2840-holte/%C3%B8ver%C3%B8dvej-60/
Rude Vang 79,55.819772,12.459443,6995000,Rækkehus,157,44554,D,https://www.dingeo.dk/adresse/2840-holte/rude%20vang-79/
Elmevej 21,55.818029,12.469739,14995000,Villa,241,62219,C,https://www.dingeo.dk/adresse/2840-holte/elmevej-21/
Vejlesøvej 62A,55.804634,12.462135,25000000,Villa,208,120192,A2015,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8vej-62a/
Kongevejen 488,55.827681,12.461054,4795000,Villa,129,37170,F,https://www.dingeo.dk/adresse/2840-holte/kongevejen-488/
Malmmosevej 40A,55.801152,12.454599,14495000,Villa,220,65886,F,https://www.dingeo.dk/adresse/2840-holte/malmmosevej-40a/
Malmmosevej 40A,55.801152,12.454599,14495000,Villa,220,65886,F,https://www.dingeo.dk/adresse/2840-holte/%C3%B8ver%C3%B8dvej-65/
Rudemarken 17,55.819507,12.464261,6995000,Rækkehus,126,55515,B,https://www.dingeo.dk/adresse/2840-holte/rudemarken-17/
Rudekæret 13,55.821578,12.468479,6795000,Villa,157,43280,D,https://www.dingeo.dk/adresse/2840-holte/rudek%C3%A6ret-13/
"Søllerød Park 19, 1. 20",55.808983,12.508534,2995000,Ejerlejlighed,88,34034,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-19/1-20/
Brillerne 7,55.829298,12.515533,8100000,Villa,241,33609,D,https://www.dingeo.dk/adresse/2840-holte/brillerne-7/
"Dronninggårds Alle 7, 1. th",55.811994,12.470506,2850000,Ejerlejlighed,68,41911,D,https://www.dingeo.dk/adresse/2840-holte/dronningg%C3%A5rds%20alle-7/1-th/
Vejlegårdsvej 16B,55.817811,12.483003,5685000,Rækkehus,78,72884,C,https://www.dingeo.dk/adresse/2840-holte/vejleg%C3%A5rdsvej-16b/
Pile Alle 47,55.818257,12.475535,14800000,Villa,214,69158,C,https://www.dingeo.dk/adresse/2840-holte/pile%20alle-47/
"Vejlesøparken 7, 3. tv",55.801924,12.465933,4945000,Ejerlejlighed,126,39246,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-7/3-tv/
"Vejlesøparken 11, 4. tv",55.802191,12.465996,5495000,Ejerlejlighed,126,43611,C,https://www.dingeo.dk/adresse/2840-holte/vejles%C3%B8parken-11/4-tv/
Rudesøvej 11,55.824328,12.468542,14950000,Villa,240,62291,C,https://www.dingeo.dk/adresse/2840-holte/rudes%C3%B8vej-11/
Kong Valdemars Vej 46,55.816778,12.515571,14495000,Villa,211,68696,D,https://www.dingeo.dk/adresse/2840-holte/kong%20valdemars%20vej-46/
"Søllerød Park 10, st. 5",55.808547,12.50275,4495000,Ejerlejlighed,100,44950,C,https://www.dingeo.dk/adresse/2840-holte/s%C3%B8ller%C3%B8d%20park-10/st-5/
Dronninggårds Alle 53,55.809987,12.459924,11995000,Villa,142,84471,D,https://www.dingeo.dk/adresse/2840-holte/dronningg%C3%A5rds%20alle-53/
Lyngbakkevej 24,55.815121,12.513724,12500000,Villa,221,56561,C,https://www.dingeo.dk/adresse/2840-holte/lyngbakkevej-24/
