Address,X,Y,Price,Type,Size,Squaremeter price,Energy class,Url
Birkebakken 39,55.825987,12.437059,7995000,Villa,240,33312,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/birkebakken-39/
Ravnsnæsvej 33E,55.848337,12.439986,3495000,Rækkehus,83,42108,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ravnsn%C3%A6svej-33e/
Bistrup Park 46,55.830121,12.427401,2045000,Ejerlejlighed,70,29214,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bistrup%20park-46/
Pilegårdsparken 64,55.843046,12.408584,5995000,Villa,122,49139,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/pileg%C3%A5rdsparken-64/
Bistrupvej 143,55.82498,12.425698,4749000,Villa,137,34664,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bistrupvej-143/
Ludvig Jensens Vej 7K,55.844659,12.41541,5250000,Villa,151,34768,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ludvig%20jensens%20vej-7k/
"Teglgården 64, st. th",55.836978,12.412864,2450000,Ejerlejlighed,81,30246,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/teglg%C3%A5rden-64/st-th/
"Lyngborghave 48, 2. th",55.836799,12.415185,2295000,Ejerlejlighed,86,26686,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/lyngborghave-48/2-th/
Turistvej 192,55.818206,12.428241,14895000,Villa,206,72305,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/turistvej-192/
"Christianslund 44, 2. th",55.835701,12.412992,3750000,Ejerlejlighed,83,45180,A2010,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/christianslund-44/2-th/
"Bregnerødvej 61, 1. th",55.838814,12.414378,2595000,Ejerlejlighed,88,29488,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregner%C3%B8dvej-61/1-th/
Kildehøjvej 15A,55.844753,12.428406,10445000,Villa,201,51965,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/kildeh%C3%B8jvej-15a/
Udsigtsbakken 24,55.824709,12.437089,8950000,Villa,170,52647,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/udsigtsbakken-24/
Keilstruplund 16,55.84022,12.443929,4995000,Rækkehus,132,37840,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/keilstruplund-16/
Solbjærget 25,55.856866,12.431223,5750000,Villa,121,47520,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/solbj%C3%A6rget-25/
Bregnerødvej 9,55.838462,12.425404,8500000,Villa,194,43814,G,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregner%C3%B8dvej-9/
Bøgebakken 3,55.827705,12.441655,6195000,Villa,114,54342,G,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/b%C3%B8gebakken-3/
Slåenbakken 20,55.821494,12.429199,6495000,Villa,118,55042,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/sl%C3%A5enbakken-20/
Skovgårdsvej 29,55.832386,12.425434,4845000,Villa,148,32736,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/skovg%C3%A5rdsvej-29/
"Vandtårnsvej 5, 1. 30",55.845806,12.43914,1895000,Ejerlejlighed,72,26319,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/vandt%C3%A5rnsvej-5/1-30/
"Byagervej 141, st. th",55.853119,12.434241,1850000,Ejerlejlighed,61,30327,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/byagervej-141/st-th/
"Bistrupvej 56, st. tv",55.833666,12.430028,2395000,Ejerlejlighed,75,31933,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bistrupvej-56/st-tv/
Vasevej 89C,55.827849,12.440396,5495000,Villa,189,29074,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/vasevej-89c/
Damgårdsvej 46,55.820121,12.421503,6425000,Villa,151,42549,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/damg%C3%A5rdsvej-46/
Johan Mantzius Vej 32,55.845662,12.426611,4995000,Villa,126,39642,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/johan%20mantzius%20vej-32/
Bistrup Byvej 12,55.825831,12.425694,5995000,Villa,230,26065,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bistrup%20byvej-12/
Solbjærget 64,55.854934,12.429947,4995000,Villa,126,39642,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/solbj%C3%A6rget-64/
Plantagevej 68,55.816653,12.429189,20000000,Villa,256,78125,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/plantagevej-68/
Sjælsøvej 31,55.860423,12.45659,7995000,Villa,156,51250,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/sj%C3%A6ls%C3%B8vej-31/
Ravnsnæsvej 74,55.850992,12.445656,4495000,Villa,141,31879,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ravnsn%C3%A6svej-74/
Kvædegangen 8,55.820574,12.425837,7995000,Villa,175,45685,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/kv%C3%A6degangen-8/
Skolevej 11A,55.841537,12.426188,5395000,Villa,180,29972,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/skolevej-11a/
Rønnebærvej 14,55.849053,12.422323,6345000,Villa,178,35646,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/r%C3%B8nneb%C3%A6rvej-14/
Ludvig Jensens Vej 7F,55.844828,12.414806,8495000,Villa,177,47994,A2015,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ludvig%20jensens%20vej-7f/
Høveltevej 81,55.842033,12.381642,7500000,Villa,143,52447,A2010,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/h%C3%B8veltevej-81/
Kildedalsvej 4,55.844075,12.432937,5995000,Villa,211,28412,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/kildedalsvej-4/
Kirkevej 5,55.841935,12.429678,6595000,Villa,172,38343,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/kirkevej-5/
Bregnerødvej 27,55.838196,12.421182,5995000,Villa,178,33679,B,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregner%C3%B8dvej-27/
Plantagevej 70,55.816564,12.429825,26950000,Villa,474,56856,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/plantagevej-70/
Vestervang 43,55.847414,12.418219,4995000,Villa,176,28380,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/vestervang-43/
"Vandtårnsvej 7, st. 77",55.845764,12.439794,1950000,Ejerlejlighed,72,27083,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/vandt%C3%A5rnsvej-7/st-77/
"Teglgården 68, st. th",55.836578,12.413316,2495000,Ejerlejlighed,81,30802,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/teglg%C3%A5rden-68/st-th/
Humlebakken 9,55.825417,12.431328,5195000,Villa,110,47227,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/humlebakken-9/
"Bregnerødvej 4A, 1.",55.839546,12.426187,3995000,Ejerlejlighed,103,38786,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregner%C3%B8dvej-4a/1-/
"Lyngborghave 2B, 2. th",55.83866,12.4127,1995000,Ejerlejlighed,72,27708,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/lyngborghave-2b/2-th/
Sjælsøvej 17,55.859181,12.458527,4875000,Villa,105,46428,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/sj%C3%A6ls%C3%B8vej-17/
Bakkevej 3B,55.848276,12.428717,3990000,Villa,109,36605,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkevej-3b/
Keilstruplund 69,55.838854,12.445485,4595000,Rækkehus,132,34810,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/keilstruplund-69/
Skovrødvej 13,55.835921,12.451631,3850000,Villa,124,31048,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/skovr%C3%B8dvej-13/
Grøndalsvej 35,55.852813,12.426192,3995000,Rækkehus,105,38047,B,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/gr%C3%B8ndalsvej-35/
Søholmsvej 4,55.837059,12.429402,11995000,Villa,170,70558,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/s%C3%B8holmsvej-4/
Skovvang 15,55.85543,12.441521,7500000,Villa,176,42613,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/skovvang-15/
Ravnsnæsvej 33B,55.848121,12.439831,3250000,Rækkehus,68,47794,B,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ravnsn%C3%A6svej-33b/
"Bregnerødvej 59, st. tv",55.838806,12.414639,2495000,Ejerlejlighed,90,27722,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregner%C3%B8dvej-59/st-tv/
Skovgårdsvej 12B,55.834777,12.428876,7995000,Villa,130,61500,G,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/skovg%C3%A5rdsvej-12b/
Bakkevej 26,55.851901,12.431877,7495000,Villa,167,44880,B,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkevej-26/
"Christianslund 45, 2. tv",55.835629,12.412805,3895000,Ejerlejlighed,87,44770,A2010,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/christianslund-45/2-tv/
"Bregnerødvej 4F, st.",55.839305,12.426866,3995000,Ejerlejlighed,100,39950,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregner%C3%B8dvej-4f/st-/
Abildgårdsparken 11,55.824585,12.420319,5695000,Villa,138,41268,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/abildg%C3%A5rdsparken-11/
Grøndalsvej 7R,55.851588,12.426692,5325000,Rækkehus,130,40961,A2015,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/gr%C3%B8ndalsvej-7r/
Abildlunden 51,55.821572,12.421731,4790000,Villa,113,42389,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/abildlunden-51/
Bakkevej 19B,55.850059,12.430174,5495000,Villa,191,28769,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkevej-19b/
Birkevej 28,55.843942,12.425375,7495000,Villa,245,30591,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/birkevej-28/
Julmosevej 5,55.834585,12.398659,11995000,Villa,193,62150,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/julmosevej-5/
Langkærgårdsvej 62,55.820854,12.433757,8495000,Villa,213,39882,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/langk%C3%A6rg%C3%A5rdsvej-62/
Bistrupgårdsvej 13,55.827757,12.43855,5495000,Villa,141,38971,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bistrupg%C3%A5rdsvej-13/
Teglværksvej 33,55.84588,12.410435,4695000,Rækkehus,125,37560,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/teglv%C3%A6rksvej-33/
Bakkevej 21A,55.850385,12.429762,6495000,Villa,178,36488,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkevej-21a/
Plantagevej 10,55.824184,12.42659,6995000,Villa,233,30021,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/plantagevej-10/
"Bregnerødvej 4B, st.",55.839498,12.426313,3800000,Ejerlejlighed,100,38000,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregner%C3%B8dvej-4b/st-/
Kastaniebakken 7,55.826479,12.43426,6295000,Villa,176,35767,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/kastaniebakken-7/
Stavnsholt Gydevej 114,55.835681,12.378959,13000000,Landejendom,226,57522,A2010,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/stavnsholt%20gydevej-114/
Trekanten 11,55.835159,12.433203,5995000,Villa,127,47204,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/trekanten-11/
"Lyngborghave 30, st. tv",55.837209,12.413593,1895000,Ejerlejlighed,72,26319,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/lyngborghave-30/st-tv/
Nordvangsparken 31,55.827475,12.421442,9495000,Villa,218,43555,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/nordvangsparken-31/
Ludvig Jensens Vej 7C,55.844509,12.414981,6495000,Villa,150,43300,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ludvig%20jensens%20vej-7c/
Rønnebærvej 16,55.848731,12.422515,7295000,Villa,190,38394,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/r%C3%B8nneb%C3%A6rvej-16/
Plantagevej 25,55.822546,12.427493,5995000,Villa,110,54500,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/plantagevej-25/
Abildgårdsparken 13,55.824619,12.419817,5995000,Villa,188,31888,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/abildg%C3%A5rdsparken-13/
"Bakkekrogen 13, 1. mf",55.84975,12.433739,1195000,Ejerlejlighed,40,29875,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkekrogen-13/1-mf/
Biskop Svanes Vej 59K,55.846822,12.461511,2595000,Ejerlejlighed,66,39318,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/biskop%20svanes%20vej-59k/
Carinavænget 5,55.846765,12.416372,6695000,Villa,149,44932,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/carinav%C3%A6nget-5/
Furesøparkalle 12,55.824113,12.43541,5995000,Villa,169,35473,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/fures%C3%B8parkalle-12/
"Henrik Thomsens Vej 1, st.",55.842008,12.419483,4495000,Villalejlighed,143,31433,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/henrik%20thomsens%20vej-1/st-/
Vagtelvej 10A,55.849346,12.442429,8995000,Villa,245,36714,A2010,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/vagtelvej-10a/
Bøgebakken 5,55.827551,12.441696,6695000,Villa,171,39152,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/b%C3%B8gebakken-5/
Bistrup Park 18,55.83029,12.427975,1995000,Ejerlejlighed,72,27708,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bistrup%20park-18/
"Birkerød Kongevej 52, st. tv",55.840205,12.442725,1695000,Ejerlejlighed,70,24214,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/birker%C3%B8d%20kongevej-52/st-tv/
Ravnsnæsvej 33C,55.848193,12.439883,3675000,Rækkehus,114,32236,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ravnsn%C3%A6svej-33c/
"Teglporten 4, 2. 22",55.839927,12.431416,1495000,Ejerlejlighed,51,29313,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/teglporten-4/2-22/
Ravnsnæsvej 38,55.847976,12.440529,4495000,Villa,90,49944,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ravnsn%C3%A6svej-38/
Bregnerødvej 155,55.839373,12.394993,14995000,Villa,178,84241,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bregner%C3%B8dvej-155/
Grøndalsvej 7A,55.850405,12.425877,5695000,Rækkehus,130,43807,A2015,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/gr%C3%B8ndalsvej-7a/
Abildlunden 44,55.821752,12.42213,7125000,Villa,202,35272,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/abildlunden-44/
Bakkedraget 9,55.849293,12.431161,6195000,Rækkehus,126,49166,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkedraget-9/
Tyringevej 2B,55.847081,12.458442,9500000,Villa,176,53977,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/tyringevej-2b/
Bakkevej 71,55.855565,12.433465,8995000,Villa,199,45201,B,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkevej-71/
"Birkerød Parkvej 30, 1. 20",55.839211,12.41475,1320000,Ejerlejlighed,47,28085,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/birker%C3%B8d%20parkvej-30/1-20/
"Byagervej 141, 1. th",55.853119,12.434241,1495000,Ejerlejlighed,61,24508,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/byagervej-141/1-th/
"Lyngborghave 20, 1. tv",55.837777,12.413952,2450000,Ejerlejlighed,83,29518,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/lyngborghave-20/1-tv/
"Hovedgaden 47C, 2. th",55.839697,12.43087,1575000,Ejerlejlighed,57,27631,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/hovedgaden-47c/2-th/
Mellemvang 3,55.853859,12.443276,7995000,Villa,130,61500,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/mellemvang-3/
Pilegårdsparken 27,55.842078,12.407334,5995000,Villa,179,33491,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/pileg%C3%A5rdsparken-27/
Bakkevej 28,55.852357,12.432298,6745000,Villa,181,37265,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/bakkevej-28/
"Birkerød Parkvej 40, 2. tv",55.838155,12.414966,2195000,Ejerlejlighed,73,30068,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/birker%C3%B8d%20parkvej-40/2-tv/
Birkevej 3,55.844676,12.431352,10250000,Villa,214,47897,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/birkevej-3/
Kvædegangen 2,55.820516,12.426934,5995000,Villa,152,39440,F,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/kv%C3%A6degangen-2/
Skovvang 32,55.858041,12.44292,8995000,Villa,188,47845,C,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/skovvang-32/
Ravnsnæsvej 33D,55.848265,12.439934,3495000,Rækkehus,94,37180,B,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/ravnsn%C3%A6svej-33d/
Hestkøb Vænge 63,55.834983,12.414722,5995000,Villa,180,33305,E,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/hestk%C3%B8b%20v%C3%A6nge-63/
Turistvej 166,55.819279,12.432726,9495000,Villa,189,50238,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/turistvej-166/
"Birkerød Parkvej 38, 2. tv",55.838289,12.41496,2195000,Ejerlejlighed,73,30068,D,https://www.dingeo.dk/adresse/3460-birker%C3%B8d/birker%C3%B8d%20parkvej-38/2-tv/
